iteration;temperature;score
272;303,6895500903376;312887,2230611511
468;297,7948964919771;312869,06198401924
627;293,0971686576441;313379,012242719
705;290,81979019417594;314290,7910020167
1037;281,32262363241114;314490,7910020167
1405;271,1576259667692;314695,5646537061
1668;264,1187948256295;315399,4762633874
4291;203,17869575069133;314695,5646537061
4512;198,73748070512212;314738,38359502977
6018;256,4522132137659;314919,24716930534
6546;243,26215860826272;315577,62811661005
6768;237,92097809878865;316228,6202735397
6875;235,38866903058377;316378,7898394446
8245;205,25050489902452;316528,57849523996
8546;199,16421852779166;316611,5972048701
8753;195,08369431185406;316411,5972048701
10505;245,61985125860832;316348,44681536057
11172;229,770661002105;316420,5184038637
12165;208,04964311643383;316376,77952764457
14391;166,52835401582996;316479,6563986915
14484;164,9867428452847;316564,68928629986
14695;161,54182205158716;316675,88901721267
16756;197,20008567612638;316751,7747353229
16883;194,71135702861466;316818,5945034651
18198;170,71775992884847;317238,4065853156
20386;205,771398901371;317222,56851061195
20664;200,12945825838915;317373,7185203703
20735;198,71350090281246;317934,1694451241
21014;193,24575064408742;318033,0205570826
21465;184,72356108940593;318207,78857224796
22540;165,89500161042318;318595,72776558524
23696;147,78363632918885;318537,08690109354
23868;145,26336821045243;318505,7930095817
24382;137,98512054384767;318889,5445944983
24598;135,0364547439596;318315,8937960755
25464;185,76929603380538;318564,1258029528
26057;175,07292383404052;318579,32448875066
27539;150,9570235802756;318520,997446468
29257;127,12700087586762;318506,85962045763
30581;167,05867305115902;318680,2104288417
30989;160,37952637187806;318805,92516585824
33135;129,40309702294945;318764,03904886666
35438;154,19004697471428;318606,42605812894
37368;127,12568747172267;318618,8685065287
39687;100,81273293119322;318544,54130039073
40191;143,8005484650464;318628,83701551147
41536;125,70281801409737;318979,8165015108
41898;121,23353463759496;319257,6533856302
46226;117,9737562959787;319573,4784579947
47317;105,77950013327239;319762,8124592919
50034;80,61164791852144;319772,7845821273
50546;114,89351089235983;320078,2624338198
52769;91,99135372533856;320075,98712083977
53304;87,19891744426346;320148,03176569653
53503;85,48072578731221;320221,5260160399
53829;82,73885240412484;320253,3803500303
54709;75,76867061157262;320153,2361568453
54776;75,26269213988438;319502,24399991566
56999;90,39948342753686;319735,910923628
57560;85,4674624948823;319782,55532006343
59134;73,01959847474524;319290,50739394425
62925;74,97644774993731;319356,41464068374
65502;86,9233122434915;319042,2225954613
68175;66,53398671828587;318913,8874020681
69312;59,382953685816126;318908,5599235598
70794;76,81230992657956;318918,03653883736
71825;69,28717038088551;318825,25443765847
73224;60,24097460132292;318982,1200493383
76877;62,71493448893163;318966,2819746347
77983;56,14816939043934;318591,7720655182
87074;50,905900830540574;318780,75274210173
87151;50,51541118391603;318646,7069313723
98502;36,5343140206963;318620,40000209305
99874;31,850244820494883;318714,2028986982
101395;41,03816864725064;318338,4863922244
101847;39,22445153996121;318399,62560972106
101873;39,122595343499874;318413,7634357314
102792;35,68732525229916;318629,2175779423
105782;39,699784239614274;318634,5254118831
109774;26,632327344033598;318640,0921008823
110802;36,04923937509041;318658,05910209374
112263;31,148885274289142;318579,31334553234
115015;23,654767918516463;318468,53115846287
115929;32,38596794082936;318281,588996512
118744;24,439756346651848;318263,6219953006
119997;21,561404751893267;318315,7068026914
121634;27,4608629882545;318214,86129321833
124439;20,743808176510043;318035,4184874174
131418;23,22996708595721;317983,3336800266
134034;17,882633547586344;317763,67426895467
137243;19,46229718061939;317621,7881519631
137458;19,048303471634465;317595,4720949373
141132;19,788971407227667;317495,69883204653
146208;17,86894900915676;317414,64417326497
147485;15,726672069767053;317378,5280180427
149238;13,197789629895432;317313,0351033011
151166;16,326749490421918;317114,564604983
152971;13,630307556864052;317114,564604983
154765;11,391720727249565;316954,0025871596
160148;9,97542966336828;316936,10239477735
161739;12,763406296760378;316651,49393698276
167941;10,2976559790745;316558,11869688955
171498;10,823975435432505;316557,8615075442
182114;8,42531415600942;316474,9109060327
187237;7,572174363542087;316197,0740219133
191491;7,423302968847048;316195,3431077743
192575;6,660660686572765;316021,34152451355
201596;6,081210673157074;315965,2447962711
205118;4,27586400694679;315796,8273903787
205220;4,232469711478595;315607,4933890815
205866;5,9521206136474865;315581,71206159797
210552;3,7252133678585;315529,2407037983
211998;4,83597137109547;315529,2407037983
212208;4,735469906114151;315398,6406420842
215317;3,470037555022306;315248,85198628885
217560;4,159601656478101;315183,3590715473
224766;3,0354157331157046;314695,34448988055
227859;3,342095621484369;314694,73812019906
241219;2,9660365798267003;314361,56940975174
244523;2,1314661059351665;314361,56940975174
249211;2,0008092568285383;314050,5921868871
262206;1,841687161569591;313880,22239150765
263313;1,6486826115394264;313795,9266763869
272582;1,468380994982291;313625,62274427956
275631;1,082469693644864;313512,3945789949
281713;1,3259709692657324;313448,68563782936
282091;1,2767823294909635;313335,017622868
299373;0,7654832321987413;312912,4993976096
305333;0,6327292601720749;312856,023477243
307459;0,7673915020042325;312197,6425299383
309815;0,606306311699803;312008,6618533548
315488;0,515749957441448;311936,59026485163
318333;0,5821178720924953;311874,58446900063
328719;0,46365987218832755;311701,188102129
333217;0,44358696521906926;311683,47765593824
346683;0,3895225957386982;311635,05881741695
348745;0,316939709553859;311507,1034622737
351019;0,2524719603294413;311413,675508991
352096;0,3400728713340196;311175,066511321
352225;0,3357138892267045;311117,0356062718
357678;0,29192505937297636;311072,7525480346
368140;0,2307592677274396;311067,18585903535
370700;0,17863814710021436;310984,2352575239
377040;0,21324905593453838;310833,337286009
381191;0,14079993793793089;310747,75418563816
384734;0,14820365865968202;310551,1363267716
393166;0,1435201528438983;310499,8706850757
421880;0,09260309480880326;310406,442731793
427483;0,07932550142494633;310380,66140430945
428927;0,06865901474189728;310313,2705910768
434040;0,06176840479865604;310230,82936605683
438365;0,060125585786260406;310230,82936605683
454128;0,04196147730031791;310126,04547475924
459417;0,037091604737279044;310090,29662040004
473789;0,0297495537279002;310008,324162234
486437;0,018898472772959005;309774,6572385217
494539;0,018915294481762136;309539,70830639155
496437;0,015645155807762805;309495,9694301724
509113;0,014867732953575649;309293,15358569066
522980;0,0125424550157434;309275,13540303666
533446;0,009910523610762105;309201,6411526933
538024;0,009405921193206317;308885,81608032883
542276;0,009222842219538507;308860,0347528453
553071;0,007051634997278886;308854,70727433695
561389;0,004604264893787239;308826,4417461592
562437;0,0062198320049674325;308767,8008816675
568521;0,005077797418940171;308747,77573779435
582672;0,004163691948159797;308744,97145013075
588990;0,003320567457410227;308735,49483485316
591818;0,0025025783697168865;308668,07718560006
604200;0,002449184160740238;308542,36244858353